title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,genre_encoded,console_encoded,publisher_encoded
usavichi: game no jikan,Ds,Action,Bandai,Bandai Namco Games,7.3,0.02,0.0,0.02,0.0,0.0,2011.0,0,4,78
dark void,Pc,Action,Capcom,Airtight Games,6.1,0.02,0.0,0.0,0.01,0.0,2010.0,0,17,107
big buck hunter arcade,Xone,Shooter,Gamemill Entertainment,Play Mechanix,7.3,0.02,0.02,0.0,0.0,0.0,2016.0,15,38,235
commandos: strike force,Xb,Shooter,Eidos Interactive,Pyro Studios,7.3,0.02,0.02,0.0,0.0,0.0,2006.0,15,36,174
saint,Wii,Shooter,Ufo Interactive,Starfish Sd,7.3,0.02,0.02,0.0,0.0,0.0,2009.0,15,31,686
plants vs zombies: garden warfare,Pc,Shooter,Electronic Arts,Popcap Games,7.3,0.02,0.0,0.0,0.02,0.0,2014.0,15,17,178
eureka seven vol. 2: the new vision,Ps2,Shooter,Namco Bandai,Namco Bandai Games America,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,15,21,436
shippuu mahou daisakusen: kingdom-grandprix,Sat,Shooter,Gaga,Eighting/Raizing,7.3,0.02,0.0,0.02,0.0,0.0,1996.0,15,27,225
serious sam: next encounter,Gc,Shooter,Global Star Software,Climax Group,7.3,0.02,0.02,0.0,0.0,0.0,2004.0,15,8,252
quake 4,Pc,Shooter,Activision,Id Software / Raven Software,8.1,0.02,0.0,0.0,0.02,0.0,2005.0,15,17,23
disney's magical quest 3 starring mickey and donald,Gba,Action,Capcom,Capcom Entertainment,6.5,0.02,0.02,0.0,0.01,0.0,2005.0,0,6,107
strike witches 2: iyasu naosu punipunisuru,Ds,Action,Kadokawa Shoten,Kadokawa Shoten,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,0,4,335
bunmei haruka: aoiza ibunroku,Psp,Action,Furyu Corporation,Furyu Corporation,7.3,0.02,0.0,0.02,0.0,0.0,2011.0,0,25,221
god eater off shot: soma shikkuzaru-hen twin pack & animation vol.4,Ps4,Action,Namco Bandai Games,Bandai Namco Games,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,0,23,437
the longest 5 minutes,Psv,Action,Nis America,Nippon Ichi Software,7.3,0.02,0.0,0.02,0.0,0.0,2018.0,0,26,463
army rescue,Wii,Shooter,Ufo Interactive,Cyberplanet Interactive,7.3,0.02,0.02,0.0,0.0,0.0,2009.0,15,31,686
muchi muchi pork & pink sweets,X360,Shooter,Cave,Cave,7.3,0.02,0.0,0.02,0.0,0.0,2011.0,15,35,110
thunder force vi,Ps2,Shooter,Sega,"Technosoft Co., Ltd.",7.3,0.02,0.0,0.02,0.0,0.0,2008.0,15,21,566
hunting simulator,Ns,Shooter,Bigben Interactive,Maximum Games,7.3,0.02,0.02,0.0,0.0,0.0,2018.0,15,15,90
chicken hunter,Ds,Shooter,Mumbo Jumbo,Phenomedia,3.5,0.02,0.02,0.0,0.0,0.0,2008.0,15,4,432
max payne,Pc,Shooter,Gathering Of Developers,Remedy Entertainment,9.2,0.02,0.0,0.0,0.02,0.0,2001.0,15,17,240
yes! precure 5 go go zenin shu go! dream festival,Ds,Action,Namco Bandai,Bandai Namco Games,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,0,4,436
ouma ga toki: kakuriyo no enishi,Psv,Action,Nippon Ichi Software,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,0,26,461
moujuu-tachi to ohimesama,Psv,Action,Idea Factory,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,0,26,298
88 heroes: 98 heroes edition,Ns,Action,Rising Star Games,Bitmap Bureau,7.3,0.02,0.0,0.0,0.02,0.0,2017.0,0,15,549
no more heroes: heroes' paradise,X360,Action,Marvelous Interactive,Feelplus,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,0,35,381
mushihimesama,X360,Shooter,Cave,Cave,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,15,35,110
triggerheart excelica enhanced,Ps2,Shooter,Alchemist,Alchemist,7.3,0.02,0.0,0.02,0.0,0.0,2009.0,15,21,33
urban chaos: riot response,Xb,Shooter,Eidos Interactive,Rocksteady Studios,7.3,0.02,0.01,0.0,0.0,0.0,2006.0,15,36,174
ginga fukei densetsu: sapphire,Pce,Shooter,Hudson Soft,Caproduction,7.3,0.02,0.0,0.02,0.0,0.0,1995.0,15,18,293
heavy fire: afghanistan,Pc,Shooter,Mastiff,Mastiff,7.3,0.02,0.02,0.0,0.0,0.0,2011.0,15,17,384
starship troopers,Pc,Shooter,Empire Interactive,Strangelite,7.3,0.02,0.0,0.0,0.02,0.0,2005.0,15,17,181
ketsui: kizuna jigoku tachi extra,X360,Shooter,5Pb,Cave,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,15,35,12
commando: steel disaster,Ds,Shooter,Xs Games,Mana Comp. Soft.,7.3,0.02,0.02,0.0,0.0,0.0,2008.0,15,4,728
legendary,Pc,Shooter,Gamecock,Spark Unlimited,4.0,0.02,0.0,0.0,0.02,0.0,2008.0,15,17,232
wild west shootout,Wii,Shooter,Zoo Games,Frontline Studios,7.3,0.02,0.01,0.0,0.01,0.0,2010.0,15,31,737
castle shikigami 2,Ps2,Shooter,Xs Games,Alfa System,7.3,0.02,0.01,0.0,0.01,0.0,2004.0,15,21,728
painkiller: hell & damnation,X360,Shooter,Nordic Games,Farm 51,7.3,0.02,0.0,0.0,0.01,0.0,2013.0,15,35,467
rogue trooper,Xb,Shooter,Eidos Interactive,Rebellion Developments,7.3,0.02,0.01,0.0,0.0,0.0,2006.0,15,36,174
starhawk,Ps3,Shooter,Sony Computer Entertainment,Lightbox Interactive,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,15,22,585
ketsui death label,Ds,Shooter,Arika,Cave,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,15,4,51
point blank 3,Ps,Shooter,Namco,Tose,7.3,0.02,0.01,0.0,0.01,0.0,2001.0,15,20,435
dinotopia: the sunstone odyssey,Gc,Action,Tdk Mediactive,Vicious Cycle,4.7,0.02,0.01,0.0,0.0,0.0,2003.0,0,8,635
meiji toukyou renka: twilight kiss,Psp,Action,Broccoli,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,25,103
lego star wars: the video game,Pc,Action,Eidos Interactive,Traveller'S Tales,7.8,0.02,0.0,0.0,0.01,0.0,2005.0,0,17,174
mission: impossible - operation surma,Gc,Action,Atari,Paradigm Entertainment,7.3,0.02,0.01,0.0,0.0,0.0,2004.0,0,8,68
yuu yuu hakusho ds: ankoku bujutsukai hen,Ds,Action,Takara Tomy,Takara Tomy,7.3,0.02,0.0,0.02,0.0,0.0,2006.0,0,4,630
games explosion!,Gba,Action,Thq,Frontline Studios,4.0,0.02,0.01,0.0,0.0,0.0,2006.0,0,6,657
pharaonic,Ps4,Action,Soedesco,Milkstone Studios,7.3,0.02,0.01,0.0,0.0,0.0,2017.0,0,23,582
white day: a labyrinth named school (2017),Ps4,Action,Pqube,Roigames Inc.,7.3,0.02,0.0,0.01,0.01,0.0,2017.0,0,23,517
norn + nonette: last era,Psv,Action,Idea Factory,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,26,298
tv anime idolm@ster: cinderella girls g4u! pack vol.2,Ps3,Action,Namco Bandai Games,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,22,437
lego star wars ii: the original trilogy,Pc,Action,Lucasarts,Traveller'S Tales,8.3,0.02,0.0,0.0,0.01,0.0,2006.0,0,17,369
katekyoo hitman reborn! ds: mafia daishuugou bongole festival,Ds,Action,Takara Tomy,Takara Tomy,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,0,4,630
durarara!! relay,Psv,Action,Kadokawa Games,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,26,334
just cause,Ps2,Action,Eidos Interactive,Avalanche Studios,6.9,0.02,0.01,0.0,0.01,0.0,2006.0,0,21,174
girl friend beta: kimi to sugosu natsuyasumi,Psv,Action,Namco Bandai Games,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,26,437
yoku's island express,Xone,Action,Villa Gorilla,Villa Gorilla,9.0,0.02,0.01,0.0,0.0,0.0,2018.0,0,38,704
army men: major malfunction,Xb,Shooter,Global Star Software,Team17 Software,7.3,0.02,0.01,0.0,0.0,0.0,2006.0,15,36,252
judge dredd: dredd vs death,Xb,Shooter,Evolved Games,Rebellion Developments,7.3,0.02,0.01,0.0,0.0,0.0,2005.0,15,36,195
borderlands: game of the year edition,X360,Shooter,2K Games,Gearbox Software,7.3,0.02,0.0,0.0,0.01,0.0,2010.0,15,35,5
unreal tournament 2004,Pc,Shooter,Atari,Epic Games,9.4,0.02,0.0,0.0,0.02,0.0,2004.0,15,17,68
joint operations: combined arms,Pc,Shooter,Novalogic,Novalogic,7.3,0.02,0.01,0.0,0.0,0.0,2009.0,15,17,468
rising zan: the samurai gunman,Ps,Action,Agetec,Uep Systems,7.3,0.02,0.01,0.0,0.01,0.0,1999.0,0,20,29
ben 10 omniverse 2,3Ds,Action,D3 Publisher,1St Playable Productions,7.3,0.02,0.0,0.0,0.02,0.0,2013.0,0,2,135
katekyoo hitman reborn! kindan no yami no delta,Ps2,Action,Marvelous Interactive,Marvelous Interactive,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,0,21,381
earth defense force 2017 (old jp sales),X360,Shooter,D3 Publisher,Sandlot,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,15,35,135
space hulk: deathwing,Ps4,Shooter,Focus Home Interactive,Cyanide Studio,7.3,0.02,0.0,0.0,0.01,0.0,2017.0,15,23,207
trigger man,Gc,Shooter,Crave Entertainment,Point Of View,2.0,0.02,0.01,0.0,0.0,0.0,2004.0,15,8,128
triggerheart exelica,Dc,Shooter,Warashi,Warashi Inc.,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,15,3,715
enemy territory: quake wars,Pc,Shooter,Activision,Splash Damage,7.3,0.02,0.01,0.0,0.0,0.0,2007.0,15,17,23
gears of war,Pc,Shooter,Microsoft Game Studios,Epic Games,8.8,0.02,0.0,0.0,0.01,0.0,2007.0,15,17,410
sniper elite,Pc,Shooter,Namco,Rebellion Developments,7.4,0.02,0.0,0.0,0.01,0.0,2005.0,15,17,435
rogue trooper redux,Ps4,Shooter,Rebellion,Ticktock Games,7.3,0.02,0.01,0.0,0.0,0.0,2017.0,15,23,532
tom clancy's splinter cell classic trilogy hd,Psn,Action,Ubisoft,Ubisoft,7.3,0.02,0.02,0.0,0.0,0.0,2011.0,0,24,685
tv anime idolm@ster: cinderella girls g4u! pack vol.3,Ps3,Action,Namco Bandai Games,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,22,437
final fight: streetwise,Xb,Action,Capcom,Secret Level,7.3,0.02,0.01,0.0,0.0,0.0,2006.0,0,36,107
nano diver,Psp,Action,Takara Tomy,Takara Tomy,7.3,0.02,0.0,0.02,0.0,0.0,2011.0,0,25,630
tv anime idolm@ster: cinderella girls g4u! pack vol.4,Ps3,Action,Namco Bandai Games,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,22,437
gaist crusher god,3Ds,Action,Capcom,Capcom,7.3,0.02,0.0,0.02,0.0,0.0,2014.0,0,2,107
"warhammer 40,000: inquisitor - martyr",Xone,Action,Neocore Games,Neocore Games,7.3,0.02,0.02,0.0,0.0,0.0,2018.0,0,38,446
tomb raider: legend,Pc,Action,Eidos Interactive,Crystal Dynamics,8.0,0.02,0.0,0.0,0.02,0.0,2006.0,0,17,174
silent hill: book of memories,Psv,Action,Konami Digital Entertainment,Wayforward,7.3,0.02,0.0,0.0,0.01,0.0,2012.0,0,26,354
vikings: wolves of midgard,Pc,Action,Kalypso Media,Games Farm,7.3,0.02,0.01,0.0,0.0,0.0,2017.0,0,17,338
one piece mansion,Ps,Action,Capcom,Capcom,7.3,0.02,0.01,0.0,0.01,0.0,2001.0,0,20,107
soul eater: monotone princess,Wii,Action,Square Enix,Square Enix / Bones,7.3,0.02,0.0,0.02,0.0,0.0,2008.0,0,31,601
big idea's veggietales: larryboy and the bad apple,Gba,Action,Crave Entertainment,Dc Studios,7.3,0.02,0.01,0.0,0.0,0.0,2006.0,0,6,128
metal fight beyblade: choujou kessen! big bang bladers,Ds,Action,Hudson Soft,Hudson Soft,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,0,4,293
vikings: wolves of midgard,Xone,Action,Kalypso Media,Games Farm,7.3,0.02,0.01,0.0,0.0,0.0,2017.0,0,38,338
big bass fishing,Ps,Action,Take-Two Interactive,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2002.0,0,20,631
irritating stick,Ps,Action,Jaleco,Saurus,7.3,0.02,0.01,0.0,0.01,0.0,1999.0,0,20,328
saenai kanojo no sodatekata: blessing flowers,Psv,Action,5Pb,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,26,12
simple 2000 series vol. 105: the maid fuku to kikanjuu,Ps2,Action,D3 Publisher,Ride On,7.3,0.02,0.0,0.02,0.0,0.0,2006.0,0,21,135
zombie hunters 2,Ps2,Action,Essential Games,Tamsoft,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,0,21,192
just cause,Pc,Action,Eidos Interactive,Avalanche Studios,7.3,0.02,0.0,0.0,0.01,0.0,2006.0,0,17,174
samurai jack: the shadow of aku,Gc,Action,Sega,Adrenium,7.3,0.02,0.01,0.0,0.0,0.0,2004.0,0,8,566
lost: via domus,Pc,Action,Ubisoft,Ubisoft Montreal,7.3,0.02,0.0,0.0,0.01,0.0,2008.0,0,17,685
busou renkin: youkoso papillon park e,Ps2,Action,Marvelous Interactive,Marvelous Interactive,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,0,21,381
pirates plundarrr,Wii,Action,Majesco,Boomzap,7.3,0.02,0.02,0.0,0.0,0.0,2010.0,0,31,375
zoey 101: field trip fiasco,Ds,Action,Thq,Thq,7.3,0.02,0.02,0.0,0.0,0.0,2007.0,0,4,657
marvel superheroes 3d: grandmaster's challenge,Wii,Action,Neko Entertainment,Bigben Interactive,7.3,0.02,0.0,0.0,0.01,0.0,2010.0,0,31,445
chuck e. cheese's super collection,Wii,Action,Ufo Interactive,Ufo Interactive,7.3,0.02,0.02,0.0,0.0,0.0,2011.0,0,31,686
downtown nekketsu jidaigek,3Ds,Action,Arc System Works,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,2,47
monster hunter frontier z: beginner's package,Ps4,Action,Capcom,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,0,23,107
battle princess of arcadias,Ps3,Action,Nis America,Apollo,7.3,0.02,0.0,0.02,0.0,0.0,2014.0,0,22,463
dragon's dogma online: season 2,Ps3,Action,Capcom,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,0,22,107
pioneer no banshou,Psv,Visual Novel,Idea Factory,Idea Factory,7.3,0.02,0.0,0.02,0.0,0.0,2018.0,19,26,298
"sharin no kuni, himawari no shoujo",X360,Visual Novel,5Pb,5Pb. Games,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,19,35,12
tiger & bunny: hero's day,Psp,Visual Novel,D3Publisher,D3Publisher,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,19,25,136
storm lover kai!!,Psp,Visual Novel,D3Publisher,Vridge Inc.,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,19,25,136
gaku * ou: the royal seven stars + meteor,Psp,Visual Novel,Alchemist,Lump Of Sugar,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,19,25,33
arcana famiglia 2,Psp,Visual Novel,Comfort,Hunex,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,19,25,121
storm lover 2nd,Psp,Visual Novel,D3Publisher,Vridge Inc.,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,19,25,136
xblaze lost: memories,Psv,Visual Novel,Aksys Games,Arc System Works,7.3,0.02,0.01,0.0,0.0,0.0,2015.0,19,26,31
kingdom: ikkitousen no ken,Psp,Action,Konami,Konami,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,0,25,353
totally spies! 2: undercover,Ds,Action,Atari,Mistic Software,7.3,0.02,0.01,0.0,0.01,0.0,2006.0,0,4,68
"warhammer 40,000: inquisitor - martyr",Ps4,Action,Neocore Games,Neocore Games,7.3,0.02,0.02,0.0,0.0,0.0,2018.0,0,23,446
quantum break,Pc,Action,Thq Nordic,Remedy Entertainment,7.3,0.02,0.0,0.0,0.02,0.0,2016.0,0,17,658
pharaonic,Xone,Action,Soedesco,Milkstone Studios,7.3,0.02,0.02,0.0,0.0,0.0,2017.0,0,38,582
big idea's veggietales: larryboy and the bad apple,Ps2,Action,Crave Entertainment,Papaya Studios,7.3,0.02,0.01,0.0,0.01,0.0,2006.0,0,21,128
titan quest,Xone,Action,Thq Nordic,Thq Nordic,7.3,0.02,0.02,0.0,0.0,0.0,2018.0,0,38,658
kyoukai no shirayuki,Psv,Action,Idea Factory,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,0,26,298
silent bomber,Ps,Action,Bandai,Cyberconnect2,7.3,0.02,0.01,0.0,0.01,0.0,2000.0,0,20,78
kujiragami no tearstilla,Psv,Action,Piacci,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,0,26,503
crayon shin-chan: uchuu de achoo!? yuujou no oba-karate!!,3Ds,Action,Bandai,Bandai Namco Games,7.3,0.02,0.0,0.02,0.0,0.0,2011.0,0,2,78
psychedelica of the black butterfly,Psv,Action,Aksys Games,Otomate,7.3,0.02,0.0,0.02,0.0,0.0,2018.0,0,26,31
strike witches: anata to dekiru koto - a little peaceful days,Ps2,Action,Russel,Russel,7.3,0.02,0.0,0.02,0.0,0.0,2010.0,0,21,558
garfield gets real,Ds,Action,Unknown,Paws,7.3,0.02,0.0,0.0,0.02,0.0,2009.0,0,4,693
fist of the north star: ken's rage 2,Wiiu,Action,Tecmo Koei,Koei,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,0,32,644
castlevania: lords of shadow - reverie,Xbl,Action,Konami,Mercury Steam,7.3,0.02,0.02,0.0,0.0,0.0,2011.0,0,37,353
cyber troopers: virtual on x toaru majutsu no index: toaru majutsu no dennou senki,Psv,Action,Sega,Sega Cs3,7.3,0.02,0.0,0.02,0.0,0.0,2018.0,0,26,566
shaq-fu: a legend reborn,Ps4,Action,Wired Productions,Big Deez Productions,7.3,0.02,0.02,0.0,0.0,0.0,2018.0,0,23,724
shaq-fu: a legend reborn,Ns,Action,Wired Productions,Big Deez Productions,7.3,0.02,0.02,0.0,0.0,0.0,2018.0,0,15,724
sangoku hime 4: tenka ryouran - tenmei no koi emaki,Psv,Action,Systemsoft Alpha,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,0,26,626
ty the tasmanian tiger 3: night of the quinkan,Xb,Action,Activision,Krome Studios,6.2,0.02,0.02,0.0,0.01,0.0,2005.0,0,36,23
cross ange: tenshi to ryuu no rondo tr.,Psv,Action,Namco Bandai Games,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,26,437
the lord of the rings: conquest,Pc,Action,Electronic Arts,Pandemic Studios,5.5,0.02,0.0,0.0,0.02,0.0,2009.0,0,17,178
god eater off shot: tachibana sakuya-hen twin pack & animation vol.7,Ps4,Action,Namco Bandai Games,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,0,23,437
samurai & dragons,Psv,Action,Sega,Sega,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,0,26,566
saiki kusuo no psi-nan: shijou psi-dai no psi-nan!?,3Ds,Action,Namco Bandai Games,Namco Bandai Games,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,0,2,437
hot 'n' cold,Ds,Action,Majesco,Majesco,7.3,0.02,0.02,0.0,0.0,0.0,2009.0,0,4,375
clock zero: shuuen no ichibyou - extime,Psv,Action,Idea Factory,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,26,298
kikou heidan j-phoenix: cobalt shoutaihen,Ps2,Action,Takara,Takara,7.3,0.02,0.0,0.02,0.0,0.0,2002.0,0,21,629
meikyuu cross blood: reloaded,X360,Action,Unknown,Kadokawa Shoten,7.3,0.02,0.0,0.02,0.0,0.0,2011.0,0,35,693
timmy time,Ds,Action,Avanquest,Avanquest Software,7.3,0.02,0.0,0.0,0.02,0.0,2011.0,0,4,72
titan quest,Ps4,Action,Thq Nordic,Iron Lore Entertainment,7.3,0.02,0.02,0.0,0.0,0.0,2018.0,0,23,658
dragon ball z: buu's fury / dragon ball gt: transformation,Gba,Action,Atari,Webfoot Technologies,7.3,0.02,0.01,0.0,0.01,0.0,2006.0,0,6,68
saw,Pc,Action,Konami,Zombie Studios,7.3,0.02,0.0,0.0,0.02,0.0,2009.0,0,17,353
kamen rider: battride war ii,Wiiu,Action,Namco Bandai Games,Eighting,7.3,0.02,0.0,0.02,0.0,0.0,2014.0,0,32,437
hakuoki: shinkai - furi no shou,Psv,Action,Idea Factory,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,26,298
headhunter: redemption,Xb,Action,Sega,Amuze,7.3,0.02,0.02,0.0,0.0,0.0,2004.0,0,36,566
onechanbara special,Psp,Action,D3 Publisher,Tamsoft Corporation,7.3,0.02,0.0,0.02,0.0,0.0,2011.0,0,25,135
carmageddon: max damage,Ps4,Action,Stainless Games,Stainless Games,7.3,0.02,0.02,0.0,0.0,0.0,2016.0,0,23,605
cladun returns: this is sengoku!,Psv,Action,Nippon Ichi Software,Nippon Ichi Software,7.3,0.02,0.0,0.02,0.0,0.0,2017.0,0,26,461
"warhammer 40,000: deathwatch",Ps4,Action,Hoplite Research,Rodeo Games,7.3,0.02,0.02,0.0,0.0,0.0,2018.0,0,23,290
nana: live staff daiboshuu! shoshinsha kangei,Ds,Action,Konami,Konami,7.3,0.02,0.0,0.02,0.0,0.0,2007.0,0,4,353
samurai warriors: sanada maru,Ps3,Action,Tecmo Koei,Omega Force,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,0,22,644
world series of poker 2008: battle for the bracelets,Psp,Action,Activision,Left Field Productions,7.3,0.02,0.02,0.0,0.0,0.0,2007.0,0,25,23
super run for money tousouchuu & sentouchuu,Ns,Action,Bandai Namco Games,Bandai Namco Games,7.3,0.02,0.0,0.02,0.0,0.0,2018.0,0,15,80
lovely x cation 1 & 2,Psv,Action,5Pb,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,26,12
downtown nekketsu koushinkyoku: soreyuke daiundoukai all-star special,Ps3,Action,Arc System Works,Arc System Works,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,0,22,47
bullet girls: phantasia,Ps4,Action,Experience Inc.,Shade,7.3,0.02,0.0,0.02,0.0,0.0,2018.0,0,23,198
kimikare: new semester,Psp,Visual Novel,Idea Factory,Idea Factory,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,19,25,298
chaos;child,Ps3,Visual Novel,5Pb,5Pb. Inc.,7.3,0.02,0.0,0.02,0.0,0.0,2015.0,19,22,12
"hanayaka kana, ware ga ichizoku: tasogare polarstar",Psp,Visual Novel,Idea Factory,Idea Factory,7.3,0.02,0.0,0.02,0.0,0.0,2013.0,19,25,298
elkrone no atelier: dear for otomate,Psp,Visual Novel,Idea Factory,Otomate,7.3,0.02,0.0,0.02,0.0,0.0,2012.0,19,25,298
puramai wars v,Psv,Action,Unknown,Unknown,7.3,0.02,0.0,0.02,0.0,0.0,2016.0,0,26,693
rengoku ii:  the stairway to h.e.a.v.e.n.,Psp,Action,Konami,Neverland,7.3,0.02,0.02,0.0,0.0,0.0,2006.0,0,25,353
thunderbirds,Gba,Action,Vivendi Games,Saffire Corporation,7.3,0.02,0.02,0.0,0.01,0.0,2004.0,0,6,712
earth's dawn,Ps4,Action,Rising Star Games,Unknown,7.3,0.02,0.02,0.0,0.0,0.0,2016.0,0,23,549
akb1/48: idol to guam de koishitara...,X360,Visual Novel,Bandai Namco Games,Bandai Namco Games,7.3,0.01,0.0,0.01,0.0,0.0,2011.0,19,35,80
phantom: phantom of inferno,X360,Visual Novel,Digiturbo,Nitro+,7.3,0.01,0.0,0.01,0.0,0.0,2012.0,19,35,152
memories off: innocent file,Ps4,Visual Novel,Mages,5Pb. Games,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,23,372
school wars,Psp,Visual Novel,Quinrose,Quinrose,7.3,0.01,0.0,0.01,0.0,0.0,2012.0,19,25,523
flowers: le volume sur hiver,Psv,Visual Novel,Prototype,Prototype,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,26,519
kuroyukihime: snow black,Psp,Visual Novel,Quinrose,Quinrose,7.3,0.01,0.0,0.01,0.0,0.0,2014.0,19,25,523
moujuutsukai to oujisama: flower & snow,Psv,Visual Novel,Idea Factory,Otomate,7.3,0.01,0.0,0.01,0.0,0.0,2015.0,19,26,298
nil admirari no tenbin: irodori nadeshiko,Ns,Visual Novel,Idea Factory,Idea Factory,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,15,298
sengoku hime 7: sen'un tsuranuku guren no ishi,Psv,Visual Novel,System Soft Alpha,Gesen 18,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,26,624
kimi no hitomi ni hit me,Psv,Visual Novel,Entergram,Giga,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,26,187
amaekata wa kanojo nari ni.,Psv,Visual Novel,Entergram,Giga,7.3,0.01,0.0,0.01,0.0,0.0,2017.0,19,26,187
lucky dog 1,Psv,Visual Novel,Prototype,Prototype,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,26,519
shiro to kuro no alice: twilight line,Psv,Visual Novel,Idea Factory,"Kogado Studio, Inc.",7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,26,298
cafe cuillere,Psv,Visual Novel,Takuyo,Takuyo,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,26,632
hyaku monogatari: kaidan romance,Psp,Visual Novel,Quinrose,Quinrose,7.3,0.01,0.0,0.01,0.0,0.0,2013.0,19,25,523
koshotengai no hashihime noma,Psv,Visual Novel,Dramatic Create,Adelta,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,26,160
saiaku naru saiyaku ningen ni sasagu,Ps4,Visual Novel,Kemco,Kemco,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,23,341
amatsutsumi,Psv,Visual Novel,Prototype,Prototype,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,26,519
dance with devils: my carol,Psv,Visual Novel,Rejet,Rejet,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,26,544
memories off: innocent file,Psv,Visual Novel,Mages,5Pb. Games,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,26,372
world end syndrome,Ns,Visual Novel,Arc System Works,Arc System Works,7.3,0.01,0.0,0.01,0.0,0.0,2019.0,19,15,47
sweet pool,Psv,Visual Novel,Dramatic Create,Dramatic Create,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,19,26,160
mega man x legacy collection 2,Ns,Platform,Capcom,Capcom,7.3,0.01,0.0,0.01,0.0,0.0,2018.0,10,15,107
teenage mutant ninja turtles,Vc,Platform,Konami Digital Entertainment,Konami,7.3,0.01,0.0,0.0,0.01,0.0,2007.0,10,30,354
the land before time: into the mysterious beyond,Gba,Platform,Game Factory,Sirius Games,7.3,0.01,0.01,0.0,0.0,0.0,2006.0,10,6,230
putty squad,Ps3,Platform,System 3,System 3,7.3,0.01,0.0,0.0,0.01,0.0,2013.0,10,22,621
